ID,LABEL,inSubset,Category,comment,Parent,Parent (name),Equivalent Class,has drug brand name,has drug dose form,alternative label,definition,definition source,term editor,editor note,term tracker item,comment,hasDbXref,NCBI GeneID,Gene names,trade name,immunizes recipient,violin_host,lab animal,violin_animal,status of vaccine development,immunizes against disease,immunizes against pathogen,violin_pathogen,is_manufactured_by,is_manufactured_by (name),has flu season,vaccine type,violin_vaccine_type,has part,has component,has gene mutation,has vaccine allergen,has function,expresses,vaccinated in route,has drug package,associated axioms,has drug supplier,has quantity,has_component,has drug strength
VO:0017035,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 1 by Novartis",vaccine,add,RxNorm Extension,VO:0017033,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 1",,Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,Novartis,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017036,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 10",vaccine,add,RxNorm Extension,VO:0017032,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]') and ('has drug package' value 'Box of 10')",Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017037,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 10 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017036,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 10",,Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017038,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 10 by Novartis",vaccine,add,RxNorm Extension,VO:0017036,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 10",,Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Novartis,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017039,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 100",vaccine,add,RxNorm Extension,VO:0017032,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]",,Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 100,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017040,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 20",vaccine,add,RxNorm Extension,VO:0017032,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]') and ('has drug package' value 'Box of 20')",Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 20,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017041,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 20 by Novartis",vaccine,add,RxNorm Extension,VO:0017040,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 20",,Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 20,,Novartis,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017042,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 50",vaccine,add,RxNorm Extension,VO:0017032,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]') and ('has drug package' value 'Box of 50')",Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017043,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 50 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017042,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 50",,Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017044,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe Box of 1",vaccine,add,RxNorm Extension,VO:0017031,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe') and ('has drug package' value 'Box of 1')",,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017045,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe Box of 10",vaccine,add,RxNorm Extension,VO:0017031,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe') and ('has drug package' value 'Box of 10')",,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017046,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe Box of 100",vaccine,add,RxNorm Extension,VO:0017031,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe') and ('has drug package' value 'Box of 100')",,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 100,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017047,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe Box of 20",vaccine,add,RxNorm Extension,VO:0017031,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe') and ('has drug package' value 'Box of 20')",,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 20,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017048,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe Box of 50",vaccine,add,RxNorm Extension,VO:0017031,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe') and ('has drug package' value 'Box of 50')",,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017049,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension",vaccine,add,RxNorm Extension,VO:0017521,"tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension",,,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017050,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]",vaccine,add,RxNorm Extension,VO:0017049,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension') and ('has drug brand name' value 'Tetravac')",Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017051,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 10",vaccine,add,RxNorm Extension,VO:0017050,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]","('0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]') and ('has drug package' value 'Box of 10')",Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017052,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 10 by Sanofi",vaccine,add,RxNorm Extension,VO:0017051,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 10",,Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Sanofi,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017053,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 25",vaccine,add,RxNorm Extension,VO:0017050,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]","('0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]') and ('has drug package' value 'Box of 25')",Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 25,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017054,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 25 by Sanofi",vaccine,add,RxNorm Extension,VO:0017053,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 25",,Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 25,,Sanofi,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017055,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 50",vaccine,add,RxNorm Extension,VO:0017050,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]","('0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]') and ('has drug package' value 'Box of 50')",Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017056,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 50 by Sanofi",vaccine,add,RxNorm Extension,VO:0017055,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] Box of 50",,Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,Sanofi,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017057,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac] by Sanofi",vaccine,add,RxNorm Extension,VO:0017050,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension [Tetravac]",,Tetravac,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,Sanofi,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017058,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 10",vaccine,add,RxNorm Extension,VO:0017049,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension') and ('has drug package' value 'Box of 10')",,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017059,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 25",vaccine,add,RxNorm Extension,VO:0017049,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension') and ('has drug package' value 'Box of 25')",,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 25,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017060,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension Box of 50",vaccine,add,RxNorm Extension,VO:0017049,"0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 20 LFU/ML Injectable Suspension') and ('has drug package' value 'Box of 50')",,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,,0.5 ML,"tetanus toxoid vaccine, inactivated",20 LFU/ML
VO:0017061,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution",vaccine,add,RxNorm Extension,VO:0017678,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution",,,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017062,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution [Tetamun]",vaccine,add,RxNorm Extension,VO:0017061,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution') and ('has drug brand name' value 'Tetamun')",Tetamun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017063,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution [Tetamun] Box of 1",vaccine,add,RxNorm Extension,VO:0017062,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution [Tetamun]",,Tetamun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017064,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution [Tetamun] Box of 10",vaccine,add,RxNorm Extension,VO:0017062,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution [Tetamun]",,Tetamun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017065,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution Box of 1",vaccine,add,RxNorm Extension,VO:0017061,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 1')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017066,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution Box of 10",vaccine,add,RxNorm Extension,VO:0017061,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 10')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017067,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension",vaccine,add,RxNorm Extension,VO:0017544,"tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension",,,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017068,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun]",vaccine,add,RxNorm Extension,VO:0017067,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension') and ('has drug brand name' value 'Tetamun')",Tetamun,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017069,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun] Box of 10",vaccine,add,RxNorm Extension,VO:0017068,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun]","('0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun]') and ('has drug package' value 'Box of 10')",Tetamun,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
VO:0017070,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun] Box of 10 by Glaxosmithkline",vaccine,add,RxNorm Extension,VO:0017069,"0.5 ML tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Tetamun] Box of 10",,Tetamun,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Glaxosmithkline,0.5 ML,"tetanus toxoid vaccine, inactivated",4 UNT/ML
