order,Ontology ID,LABEL,altID,Parent label,Parent,Equivalent Class,Gene names,NCBI GeneID,status of vaccine development,has role,has quality,vaccine component/role,has function,immunizes disease,immunizes recipient,immunizes against pathogen,vaccinated in route,definition,PubMed,other link,VIOLIN ID,VIOLIN Link,GitHub tracker,NCI link,NCT link,Term editors,alternative label,database_cross_reference,term tracker item,xingxian comment
491,VO:0007429,MVF-HER-2(597-626)/MVF-HER-2 (266-296) Peptide Vaccine,,cancer vaccine,VO:0000177,,Gene name: ERBB2,2064,,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer,,,,"A combination peptide vaccine of 2 chimeric peptides of the promiscuous T cell epitope derived from measles virus fusion protein (MVF; amino acid residues 288-302) co-synthesized with B-cell epitopes derived from the HER-2/neu a.a. 597-626 and HER-2/neu a.a. 266-296, with potential antineoplastic activity. Vaccination with MVF-HER-2(597-626)/MVF-HER-2(266-296) peptide vaccine may be capable of inducing an active specific immune response, mounting a cytotoxic T-lymphocyte (CTL) response and an antibody-dependent cell-mediated cytotoxicity (ADCC) against tumor cells that overexpress the HER-2 protein. The oncogenic protein HER-2, a member of the human epidermal growth factor receptor (EGFR) family of tyrosine kinases, is overexpressed in a variety of cancers and is correlated with increased tumor growth, progression and a poor prognosis. HER-2(597-626) corresponds to the binding site of trastuzumab on the extracellular domain IV of HER-2; HER-2 (266-296) corresponds to the binding site of pertuzumab on the dimerization loop of domain II of HER-2",,,5400,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5400,https://github.com/vaccineontology/VO/issues/566,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
492,VO:0007430,Human Papilloma Virus L1 Virus-Like Particle V504 Vaccine,,cervical cancer vaccine,VO:0005488,,,,Clinical trial,,,,therapeutic vaccine function,cervical cancer,Homo sapiens,,,"A vaccine formulation consisting of several types of human papillomavirus (HPV)-derived noninfectious virus-like particles (VLPs) with potential immunoprophylactic activity. Upon administration, HPV L1 VLP vaccine V504 may generate humoral immunity against various HPV L. major capsid proteins, thereby preventing cervical infection upon exposure to the associated HPV types. VLPs are composed of self-assembling L. major capsid proteins or functional L. major capsid protein derivatives.",,,5449,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5449,https://github.com/vaccineontology/VO/issues/450,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
493,VO:0007431,Liposomal HPV-16 E6/E7 Multipeptide Vaccine PDS0101,,cancer vaccine,VO:0000177,,Gene name: HPV6 E6|Gene name: E7,2829163|1489079,Clinical trial,peptide vaccine role,,multipeptide vaccine role,therapeutic vaccine function,cancer|cervical cancer,Homo sapiens,,,,,,5408,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5408,https://github.com/vaccineontology/VO/issues/478,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
494,VO:0007432,Monoclonal Antibody 105AD7 Anti-idiotype Vaccine,,cancer vaccine,VO:0000177,,Gene name: CD55,1604,,,,,therapeutic vaccine function,colorectal cancer|osteosarcoma,,,,"A cancer vaccine consisting of a humanized monoclonal antibody that mimics a tumor-associated antigen 791Tgp72 (also known as CD55). Vaccination with this agent may stimulate a host cytotoxic T-cell response against tumor cells expressing CD55, resulting in tumor cell lysis.",,,5195,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5195,https://github.com/vaccineontology/VO/issues/532,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
495,VO:0007433,LY6K/VEGFR1/VEGFR2 Multipeptide Vaccine,,esophageal cancer vaccine,VO:0005496,,Gene name: LY6K|Gene name: VEGFA,54742|7422,Clinical trial,peptide vaccine role,,multipeptide vaccine role,therapeutic vaccine function,esophageal cancer,Homo sapiens,,,"A multipeptide vaccine consisting of peptides derived from lymphocyte antigen 6 complex locus K (LY6K) and type I and II vascular endothelial growth factor receptors (VEGFRs) with potential antineoplastic activity. Upon administration, LY6K/VEGFR1/VEGFR2 multipeptide vaccine may elicit an antitumor cytotoxic T-lymphocyte (CTL) immune response against LY6K-expressing tumor cells and/or VEGFR-expressing vascular endothelial cells involved in tumor angiogenesis. LY6K is a tumor-associated antigen (TAA) that occurs singly in glycosylphosphatidyl-inositol (GPI)-linked cell-surface glycoproteins or as three-fold repeated domain in the urokinase-type plasminogen activator receptor; VEGFRs are cell surface receptors that stimulate endothelial cell proliferation, invasion, angiogenesis, and vasculogenesis upon ligand binding and receptor activation.",,,5164,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5164,https://github.com/vaccineontology/VO/issues/486,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
496,VO:0007434,Globo H-DT Vaccine OBI-833,,cancer vaccine,VO:0000177,,Gene name: tox1,11716682,Clinical trial,,,,therapeutic vaccine function,esophageal cancer|lung cancer|stomach cancer|breast cancer|colorectal cancer,Homo sapiens,,,"A carbohydrate-based vaccine comprised of the Globo H hexasaccharide 1 (Globo H) antigen conjugated to DT-CRM197, a non-toxic, mutated form of diphtheria toxin (DT), with potential immunostimulating and antineoplastic activities. Upon administration of Globo H-DT vaccine OBI-833, the carbohydrate antigen Globo H may stimulate a cytotoxic T-lymphocyte (CTL) response against Globo H-expressing tumor cells, thereby decreasing tumor cell proliferation. The hexasaccharide Globo H is a tumor-associated antigen (TAA) commonly found on a variety of tumor cells. DT-CRM197, also called diphtheria toxin cross-reacting material 197, is used to increase the immunogenicity of the Globo H carbohydrate antigen.",,,5055,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5055,https://github.com/vaccineontology/VO/issues/172,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
497,VO:0007435,EF-2 Peptide Vaccine,,cancer vaccine,VO:0000177,,Gene name: CD22,297374825,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,Ewing sarcoma,Homo sapiens,,,A synthetic peptide derived from the protein ESW/FLI1 type 2 with potential use in cancer immunotherapy. EWS/FLI1 is a fusion protein frequently found in patients with Ewing's sarcoma or primitive neuroectodermal tumors (PNET). Vaccination with EF-2 peptide may stimulate the host immune response to elicit a cytotoxic T-cell response against tumor cells that express this EWS/FL1 type 2 fusion protein. (NCIT_C49064).,PubMed:/2753158,,5432,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5432,https://github.com/vaccineontology/VO/issues/63,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
498,VO:0007436,Multi-glioblastoma-peptide-targeting Autologous Dendritic Cell Vaccine ICT-107,,cancer vaccine,VO:0000177,,Gene name: MAGEA1|Gene name: gp100,4100|6490,,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,glioblastoma,,,,"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with six synthetic glioblastoma (GBM) peptides: absent in melanoma 2 (AIM-2), melanoma-associated antigen 1 (MAGE-1), tyrosinase-related protein 2 (TRP-2), glycoprotein 100 (gp100), epidermal growth factor receptor 2 (HER-2), interleukin-13 receptor subunit alpha-2 (IL-13Ra2), with potential immunostimulatory and antineoplastic activities. Mononuclear cells obtained via leukapheresis are differentiated into DCs, and pulsed with the GBM-associated peptides. Upon administration, multi-glioblastoma-peptide-targeting autologous DC vaccine ICT-107 exposes the immune system to GBM-associated antigens, which activates a specific cytotoxic T-lymphocyte (CTL) response against GBM cells. This leads to GBM cell lysis. The six peptides are derived from tumor associated antigens (TAA) expressed on GBM cells and cancer stem cells (CSCs). GBM stem-like cells contain a specific range of antigens that are essential for the neoplastic growth and survival of GBM cells",,,5421,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5421,https://github.com/vaccineontology/VO/issues/554,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
499,VO:0007438,IL-12-expressing Mesenchymal Stem Cell Vaccine GX-051,,head and neck cancer vaccine ,VO:0005497,,,,Clinical trial,,,,therapeutic vaccine function,head and neck cancer,Homo sapiens,,,"Human mesenchymal stem cells (MSCs) transduced with a retroviral vector encoding a modified form of the cytokine interleukin-12 (IL-12), with potential immunomodulating and antineoplastic activities. Upon intratumoral administration, IL-12-expressing MSC vaccine GX-051 secretes IL-12. IL-12 activates the immune system by both promoting the secretion of interferon-gamma, which activates natural killer cells (NKs), and inducing cytotoxic T-cell responses, which may result in both decreased cell proliferation and increased cell death in tumor cells.",,,5168,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5168,https://github.com/vaccineontology/VO/issues/461,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
500,VO:0007439,MiHA-loaded PD-L1/L2-silenced Dendritic Cell Vaccine,,cancer vaccine,VO:0000177,,Gene name: PDCD1,5133,,,,,therapeutic vaccine function,hematologic cancer,,,,"A dendritic cell (DC)-based vaccine composed of program death ligands 1 and 2 (PDL1/L2)-silenced DCs and loaded with the recipient's minor histocompatibility antigens (MiHA), with potential use for graft-versus-tumor (GVT) induction following allogeneic stem cell transplantation (allo-SCT). Donor DCs are electroporated ex vivo with MiHA mRNA and small interfering RNAs (siRNAs) designed to silence the expression of PD L1/L2. After allo-SCT and upon intravenous administration of the MiHA-loaded PD-L1/L2-silenced DC vaccine, the DCs induce the expansion and activation of MiHA-specific CD8-positive T-cells. These tumor antigen-reactive T-cells exert their GVT effect by killing miHA-positive tumor cells. PD-L1/L2, co-inhibitory ligands expressed on DCs, play key roles in preventing MiHA-specific CD8-positive T-cell expansion; silencing enhances MiHA-specific CD8-positive T-cell expansion and activity and improves the GVT effect. The MiHA are human leukocyte antigen (HLA)-bound peptides and are exclusively expressed by the recipient's hematopoietic tumor cells.",,,5015,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5015,https://github.com/vaccineontology/VO/issues/528,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
501,VO:0007440,HCV DNA Vaccine INO-8000,,hepatocellular carcinoma vaccine,VO:0005499,,Gene name: KRAS,3845,Clinical trial,DNA vaccine role,,,therapeutic vaccine function,hepatocellular carcinoma,Homo sapiens,,,"A multi-antigen DNA vaccine consisting of plasmids encoding the hepatitis C virus (HCV) nonstructural proteins 3 (NS3), 4A (NS4A), 4B (NS4B) and 5A (NS5A), with potential immunomodulating and cancer preventive activities. Administered via intramuscular injection followed by electroporation, cells transfected with the HCV DNA vaccine INO-8000 express the encoded HCV proteins, which may elicit a cytotoxic T-lymphocyte (CTL) response against HCV-infected liver cells expressing the NS3, NS4A, NS4B or NS5A proteins. This results in the eradication of HCV-infected cells. HCV, a small, enveloped, single-stranded RNA virus belonging to the Flaviviridae family, is associated with the development of hepatocellular carcinoma (HCC)",,,5002,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5002,https://github.com/vaccineontology/VO/issues/304,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
502,VO:0007441,MVA-FCU1 TG4023 vaccine,,hepatocellular carcinoma vaccine,VO:0005499,,,,,,,,therapeutic vaccine function,hepatocellular carcinoma,,,,"A cancer vaccine comprised of a recombinant modified vaccinia Ankara (MVA) viral vector encoding the suicide gene FCU1 with potential antineoplastic activity. FCU1 is a bifunctional yeast cytosine deaminase (CD) / uracil phosphoribosyltransferase (UPRT) fusion gene. Upon intratumoral administration, MVA-FCU1TG4023 enters tumor cells where FCU1 is expressed. Subsequently, the noncytotoxic prodrug 5-fluorocytosine (5-FC) is administered systemically and is deaminated by CD in FCU1- transduced tumor cells into 5-fluorouracil (5-FU), which is then directly metabolized to 5-fluoro-uridine monophosphate (5-FUMP) by UPRT; 5-FUMP may then be further transformed to 5-fluoro-deoxyuridine monophosphate (5-FdUMP), an irreversible inhibitor of thymidylate synthase and, so, DNA synthesis through deprivation of deoxythymidine triphosphate (dTTP). 5-FU and its active metabolites may then selectively kill tumor cells, avoiding toxicity in nonmalignant cells. The MVA viral vector, derived from the replication-competent strain Ankara, is a highly attenuated, replication-defective vaccinia strain incapable of virion assembly",,,5312,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5312,https://github.com/vaccineontology/VO/issues/563,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
503,VO:0007443,HPV 16 E6 (18-26) peptide vaccine,,cancer vaccine,VO:0000177,,Gene name: E6,1489078,Clinical trial,peptide vaccine role,,peptide vaccine role,preventive vaccine function,HPV associated cancer,Homo sapiens,Human papillomavirus,,"A peptide derived from the oncogenic human papillomavirus (HPV) early gene product E6. The HPV 16 transforming protein E6 is expressed in precancerous and malignant cervical lesions and has a high affinity for the most common human lymphocyte antigen (HLA), HLA-A2. Immunogenic peptides from the HPV 16 E6 may be used to trigger a T-cell-mediated immune response to HPV.",,,5474,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5474,https://github.com/vaccineontology/VO/issues/429,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
504,VO:0007444,HPV 16 E7:86-93 peptide vaccine,,cancer vaccine,VO:0000177,,Gene name: E7,1489079,Clinical trial,peptide vaccine role,,peptide vaccine role,preventive vaccine function,HPV associated cancer,Homo sapiens,Human papillomavirus,,"A synthetic peptide vaccine consisting of amino acids 86 through 93 (TLGIVCPI) of the viral oncoprotein human papillomavirus (HPV) 16 E7. Vaccination with HPV-16 E7:86-93 peptide, which binds to HLA-A* 0201 molecule, may stimulate the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells positive for HPV-16 E7.",,,5184,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5184,https://github.com/vaccineontology/VO/issues/431,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
505,VO:0007445,HPV 16 L1-VLP vaccine,,cancer vaccine,VO:0000177,,Gene name: L1,25479185,Clinical trial,recombinant vector vaccine role,,has viral vaccine vector,preventive vaccine function,HPV associated cancer,Homo sapiens,Human papillomavirus,,"A vaccine consisting of human papillomavirus-derived noninfectious virus-like particles (VLPs), containing the L. major capsid protein. Vaccination with HPV 16 L1-VLP results in increases in T cell-proliferative response to HPV 16 L1-VLP, as well as significant increases in cytokine (interferon-gamma, interleukin-5 and -10) responses to L1 VLP. This agent may reduce the incidence of persistent HPV-16 infection, which may be responsible for half of all cases of cervical cancer including high-grade cervical intraepithelial neoplasia.",,,5520,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5520,https://github.com/vaccineontology/VO/issues/432,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
506,VO:0007446,HPV 18 E6:13-21 peptide vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,peptide vaccine role,,peptide vaccine role,preventive vaccine function,HPV associated cancer,Homo sapiens,Human papillomavirus,,"A synthetic peptide vaccine consisting of amino acids 13 through 21 of the viral oncoprotein human papillomavirus (HPV) 18 E6. The HPV 18E6 peptide cross-reacts immunologically with both HPV type 16 and HPV type 18, the most common HPV types involved in cervical cancer. Vaccination with HPV-18 E6:13-21 peptide may stimulate the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells positive for HPV 16 and 18.",,,5159,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5159,https://github.com/vaccineontology/VO/issues/433,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
507,VO:0007447,HPV 18 L1-VLP vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,recombinant vector vaccine role,,has viral vaccine vector,preventive vaccine function,HPV associated cancer,Homo sapiens,Human papillomavirus,,"Noninfectious, synthetic, virus-like particles (VLP) containing the major viral capsid protein, L1, of the human papillomavirus type 18 with potential immunoprotective activity. Vaccination with HPV 18 L1-VLP may stimulate the host immune system to mount cytotoxic T lymphocyte (CTL) response against cells positive for HPV 18, thereby preventing cervical infection upon exposure to HPV type 18.",,,5247,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5247,https://github.com/vaccineontology/VO/issues/434,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
