ID,LABEL,InSubset,Parent,has part,has role,in taxon,definition,definition source,term editor,alternative label,seeAlso,editor note,comment,comment
VO:0011202,NcDG1,protein,Neospora caninum protein,,protective antigen role,Neospora caninum tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 618; NCBI Protein GI: 2149142; NCBITaxon: 29176,,Separate groups of gerbils were immunized with purified recombinant proteins singly or in combinations and animals were then challenged with N. caninum.  The protective efficacy of each vaccination was determined by assessing animal survival rate.  The highest protection efficacy was observed for combined vaccination with NcSRS2 and NcDG1 (67.5% survival) compared to control (17.4% survival).  Vaccination with NcDG1 alone elicited 62.5% survival in the challenge model [PubMed: 15793355].,
VO:0011203,CbpA,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 619; NCBI Gene GI: 4441159; NCBI Protein GI: 116515359; NCBI Protein Accession: YP_817402; NCBITaxon: 373153,,"Mice were actively immunized with a fragment of choline binding protein A (CbpA; also known as PspC, Hic, and SpsA). CbpA was able to protect mice from intraperitoneal challenge with medium to very high doses of a highly virulent capsular type 2 pneumococcal strain, D39 [PubMed: 11553536].",
VO:0011204,PspA,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 620; NCBI Gene GI: 4441373; NCBI Protein GI: 116515876; NCBI Protein Accession: YP_815641; NCBITaxon: 373153,,Groups of BALB/c mice immunized with choline binding protein PspA were challenged with either D39 or WCH16. PspA elicited protection by using moderate challenge doses of S. pneumoniae [PubMed: 17088353].,
VO:0011205,NcDG2,protein,Neospora caninum protein,,protective antigen role,Neospora caninum tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 621; NCBI Protein GI: 3237325; NCBITaxon: 29176,,Separate groups of gerbils were immunized with purified recombinant proteins singly or in combinations and animals were then challenged with N. caninum. The protective efficacy of each vaccination was determined by assessing animal survival rate.  All experimental groups showed protective effects.  Vaccination with NcDG2 alone elicited 50% survival rate compared to a control survival rate of 17.4% [PubMed: 15793355].,
VO:0011206,Gnd,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 622; NCBI Gene GI: 4441177; NCBI Protein GI: 116515453; NCBI Protein Accession: YP_815856; NCBITaxon: 373153,,BALB/c mice were immunized with recombinant 6-Phosphogluconate dehydrogenase (r6PGD) and boosted after 3 weeks. Immunized mice were challenged intranasally with a lethal dose of S. pneumoniae. Immunization of mice with r6PGD protected 60% (P < 0.001) of mice for 5 days and 40% (P < 0.05) of the mice for 21 days following intranasal lethal challenge [PubMed: 16634799].,
VO:0011207,PiaA,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 623; NCBI Gene GI: 4442863; NCBI Protein GI: 116515816; NCBI Protein Accession: YP_815744; NCBITaxon: 373153,,"Mice immunized with recombinant PiaA were protected against systemic challenge to a degree similar to those immunized with an existing protein vaccine candidate, PdB (a genetically modified pneumolysin toxoid). Immunization with a combination of both PiuA and PiaA resulted in additive protection and was highly protective against systemic infection with S. pneumoniae [PubMed: 11598041].",
VO:0011208,F fusion protein from Newcastle disease virus,protein,Newcastle disease virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 624; NCBI Gene GI: 912271; NCBI Protein GI: 11545723; NCBI Protein Accession: NP_071469; NCBITaxon: 11176,,A recombinant fowlpox virus expressing the fusion protein of Newcastle disease virus strain F48E8 protected chickens against virulent NDV challenge.  The protective rate was 96.7% [PubMed: 11191764].,
VO:0011209,HN hemagglutinin-neuraminidase,protein,Newcastle disease virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 625; NCBI Gene GI: 912270; NCBI Protein GI: 11545724; NCBI Protein Accession: NP_071470; NCBITaxon: 11176,,"Recombinant baculoviruses containing the fusion (F) and hemagglutinin-neuraminidase (HN) glycoprotein gene of the viscerotropic velogenic (vv) Newcastle disease virus (NDV) isolate, Kr-005/00, and a lentogenic La Sota strain of the NDV were constructed.  A single dose of rNDHN(V) had a protective effect against mortality (p <0.01) in chickens [PubMed: 18716451].",
VO:0011210,SERA-5,protein,Plasmodium falciparum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 626; NCBI Protein GI: 238629807; NCBITaxon: 5833,,"Researchers constructed a new recombinant molecule of SERA5, namely SE36.  Vaccination of Squirrel monkeys with SE36 protein and aluminium hydroxyl gel (SE36/AHG) conferred protection against high parasitemia and boosted serum anti-SE36 IgG after P. falciparum parasite challenge [PubMed: 20493274].",
VO:0011211,binding protein Eag,protein,Streptococcus equi protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 627; NCBI Gene GI: 7696154; NCBI Protein GI: 225870123; NCBI Protein Accession: YP_002746070; NCBITaxon: 553482,,"Vaccination of mice with EAG (2-macroglobulin, albumin, and immunoglobulin G [IgG] binding protein) as a single antigen with EtxB (as an adjuvant) induced protection in mice against bacterial challenge, but was less protective than at affording protection than immunization with FNZ, SFS, EAG, and EtxB [PubMed: 15155624].",
VO:0011212,MSP1 from P. yoelii str. 17XNL,protein,Plasmodium yoelii protein,,protective antigen role,Plasmodium yoelii merozoite,,,Oliver He|Allen Xiang,,Protegen ID: 628; NCBI Gene GI: 3791597; NCBI Protein GI: 82596427; NCBI Protein Accession: XP_726257; NCBITaxon: 352914,,"Researchers found that the cysteine-rich, carboxyl-terminal region of the MSP-1 protein from the rodent malarial parasite Plasmodium yoelii yoelii can be expressed in a native configuration as a fusion protein in Escherichia coli. This recombinant polypeptide elicits antibodies in mice which recognize the native parasite MSP-1. Most significantly, both inbred and outbred mice immunized with the fusion protein in Ribi adjuvant are partially and in some cases completely protected against challenge infection with an otherwise lethal parasite strain [PubMed: 8363656].",
VO:0011213,"collagen binding, ancillary pilus subunit Cne",protein,Streptococcus equi protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 629; NCBI Gene GI: 7695900; NCBI Protein GI: 225870316; NCBI Protein Accession: YP_002746263; NCBITaxon: 553482,,Mice were immunised i.n. with collagen-binding protein (CNE) and were subsequently subjected to infection with S. equi subsp. equi. A control group of mice was given only adjuvant. The CNE vaccinated group had a delayed onset of infection compared to the control group. Immunization with CNE led to significant protection from infection [PubMed: 16580099].,
VO:0011214,Fnz,protein,Streptococcus equi protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 630; NCBI Gene GI: 7695217; NCBI Protein GI: 225869227; NCBI Protein Accession: YP_002745175; NCBITaxon: 40041,,"Parts of the three recombinant proteins (FNZ (cell surface-bound fibronectin binding protein), SFS (secreted fibronectin binding protein), and EAG (alpha2-macroglobulin, albumin, and immunoglobulin G [IgG] binding protein)) were used to immunize mice, either subcutaneously or intranasally, prior to nasal challenge with S. equi subsp. equi. The adjuvant used was EtxB, a recombinant form of the B subunit of Escherichia coli heat-labile enterotoxin. It was shown that nasal colonization of S. equi subsp. equi and weight loss due to infection were significantly reduced after vaccination compared with a mock-vaccinated control group. This effect was more pronounced after intranasal vaccination than after subcutaneous vaccination; nearly complete eradication of nasal colonization was obtained after intranasal vaccination (P < 0.001) [PubMed: 15155624].",
VO:0011215,Sfs,protein,Streptococcus equi protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 631; NCBI Gene GI: 7696331; NCBI Protein GI: 225869898; NCBI Protein Accession: YP_002745845; NCBITaxon: 553482,,"Parts of the three recombinant proteins (FNZ (cell surface-bound fibronectin binding protein), SFS (secreted fibronectin binding protein), and EAG (alpha2-macroglobulin, albumin, and immunoglobulin G [IgG] binding protein)) were used to immunize mice, either subcutaneously or intranasally, prior to nasal challenge with S. equi subsp. equi. The adjuvant used was EtxB, a recombinant form of the B subunit of Escherichia coli heat-labile enterotoxin. It was shown that nasal colonization of S. equi subsp. equi and weight loss due to infection were significantly reduced after vaccination compared with a mock-vaccinated control group. This effect was more pronounced after intranasal vaccination than after subcutaneous vaccination; nearly complete eradication of nasal colonization was obtained after intranasal vaccination (P < 0.001) [PubMed: 15155624].",
VO:0011216,Fbp,protein,Streptococcus equi protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 632; NCBI Gene GI: 7697172; NCBI Protein GI: 225871286; NCBI Protein Accession: YP_002747233; NCBITaxon: 553482,,The fibrinogen-binding protein (FgBP) reacted with serum taken from horses recovering from strangles and protected mice against lethal challenge from S. equi subsp. equi [PubMed: 9579073].,
VO:0011217,CS from P. berghei str. ANKA,protein,Plasmodium berghei protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 633; NCBI Gene GI: 3428738; NCBI Protein GI: 68076353; NCBI Protein Accession: XP_680096; NCBITaxon: 5823,,"Researchers produced a prototypic malaria vaccine based on a highly versatile self-assembling polypeptide nanoparticle (SAPN) platform that can repetitively display antigenic epitopes. Researchers used this platform to display a tandem repeat of the B cell immunodominant repeat epitope (DPPPPNPN)(2)D of the malaria parasite Plasmodium berghei circumsporozoite (CS) protein. Administered in saline, without the need for a heterologous adjuvant, the SAPN construct P4c-Mal conferred a long-lived, protective immune response to mice with a broad range of genetically distinct immune backgrounds including the H-2(b), H-2(d), and H-2(k) alleles. Mice were protected against an initial challenge of parasites up to 6 mo after the last immunization or for up to 15 mo against a second challenge after an initial challenge of parasites had successfully been cleared.  [PubMed: 19915055].",
VO:0011218,P. falciparum CSP,protein,Plasmodium falciparum protein,,protective antigen role,,,https://www.ncbi.nlm.nih.gov/pubmed/18159254,Oliver He|Allen Xiang,CS from P. falciparum|P. falciparum circumsporozoite protein,Protegen ID: 634; NCBI Protein GI: 552191; NCBITaxon: 5833,,A P. berghei parasite line was used to expresses a heterologous circumsporozoite protein (CSP) from P. falciparum. A sterile immunity was obtained  by vaccination with the radiation-attenuated P. berghei parasite [PubMed: 18159254].,
VO:0011219,CS from P. yoelii str. 17XNL,protein,Plasmodium yoelii protein,,protective antigen role,Plasmodium yoelii sporozoite,,,Oliver He|Allen Xiang,,Protegen ID: 635; NCBI Gene GI: 3830374; NCBI Protein GI: 83317409; NCBI Protein Accession: XP_731149; NCBITaxon: 352914,,Study showed that immunization with irradiated sporozoites (IrrSpz) of a P. berghei line whose endogenous CS was replaced by that of P. yoelii conferred sterile protection against challenge with wild type P. berghei sporozoites [PubMed: 19890387].,
VO:0011220,MSP3,protein,Plasmodium falciparum protein,,protective antigen role,Plasmodium falciparum merozoite,,,Oliver He|Allen Xiang,,Protegen ID: 636; NCBI Protein GI: 113207288; NCBITaxon: 5833,,Immunization with a recombinant yeast-expressed Plasmodium falciparum merozoite surface protein 3 (MSP3) protected Aotus nancymai monkeys against a virulent challenge infection [PubMed: 19073223].,
VO:0011221,MSP8,protein,Plasmodium yoelii protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 637; NCBI Protein GI: 58197887; NCBITaxon: 5861,,Immunization with Plasmodium yoelii merozoite surface protein (PyMSP)-8 protects mice from lethal malaria but does not prevent infection [PubMed: 18097046].,
VO:0011222,VP6 from Murine rotavirus,protein,Rotavirus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 638; NCBI Protein GI: 268080815; NCBITaxon: 28327,,Intranasal or oral delivery of the chimeric rotavirus VP6 protein MBP::VP6 to mice elicited >90% reductions in fecal rotavirus shedding after murine rotavirus challenge [PubMed: 17629371].,
VO:0011223,PF10_0155 enolase,protein,Plasmodium yoelii protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 639; NCBI Gene GI: 810313; NCBI Protein GI: 124802328; NCBI Protein Accession: XP_001347440; NCBITaxon: 36329,,Mice immunized with r-Pfen (recombinant P. falciparum enolase protein) showed protection against a challenge with the 17XL lethal strain of the mouse malarial parasite Plasmodium yoelii [PubMed: 17785475].,
