ID,LABEL,inSubset,Comment,Parent,alternative label,definition,definition source,term editor,editor note,term tracker item,target receptor,induces immune profile,derives from,equivalent axioms,,,,,
VO:0005574,CnB vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,CnB,CnB is a synthetic vaccine adjuvant that induces Th1 response.,PMID:21447603|PMID:22652401,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005575,CoVaccine HT™ vaccine adjuvant,vaccine adjuvant,AdjuvareDB,emulsion vaccine adjuvant,CoVaccine HT™,CoVaccine HT™ is a emulsion vaccine adjuvant that induces Th1-biased immune profile.,PMID:33688645,Le Liu,,,Toll-like receptor 2 | Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005576,CPG 7909 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,CpG DNA vaccine adjuvant,CPG 7909,CPG 7909 is a CpG DNA vaccine adjuvant that induces Th1-biased immune profile.,PMID:37696935,Le Liu,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005577,CpG and DcMNP vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CpG and DcMNP,"CpG refers to CpG-oligodeoxynucleotide (CpG-ODN), which functions as an immune adjuvant. DcMNPs are PAMAM dendrimer-coated magnetic nanoparticles.",PMID:27717915,Yuping Zheng,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005578,CpG M362 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,CpG DNA vaccine adjuvant,CpG M362,CpG M362 is a CpG DNA vaccine adjuvant that induces Th1-biased immune profile.,PMID:34975324,Le Liu,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005579,CpG oligodeoxynucleotide 1826 (CAF10) vaccine adjuvant,vaccine adjuvant,AdjuvareDB,CpG DNA vaccine adjuvant,CpG oligodeoxynucleotide 1826 (CAF10)|CpG oligodeoxynucleotide 1826,A Toll-like receptor 9 (TLR9) ligand.,PMID:25529567,Yuping Zheng,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005580,CpG-MUC1-hydrogel vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CpG-MUC1-hydrogel,CpG-MUC1-hydrogel is a combination vaccine adjuvant Th1-biased immune profile.,PMID:31747745,Taiyu Lin,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005581,CpG-ODN and Coa-ASC16 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CpG-ODN and Coa-ASC16,CpG-ODN and Coa-ASC16 is a combination vaccine adjuvant Th1-biased immune profile.,PMID:30364187,Taiyu Lin,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005582,Cry protein vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,Cry protein,"Insecticidal crystal proteins from Bacillus thuringiensis (Bt) bacteria, primarily used in GM crops for insect resistance.",PMID:27105772,Yuping Zheng,,,Toll-like receptor 4,,,,,,,,
VO:0005583,CS3 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,CS3 adjuvant,Carbohydrate vaccine adjuvant that induces a mixed Th1/Th17 response,PMID:16514157,Josh Monickaraj,,,Toll-like receptor 2 | Toll-like receptor 4 | C-type lectin domain family 7 member A,Th1/Th17 mixed immune profile,,,,,,,
VO:0005584,CTA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,CTA,Cholera Toxin A (CTA) is a protein that can be used as a genetic adjuvant for DNA vaccines. It enhances the immune response by its ADP-ribosyltransferase activity.,PMID:24631089,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005585,CTA1-M2e-DD vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cholera toxin derived vaccine adjuvant,CTA1-M2e-DD,Cholera toxin derived vaccine adjuvant that induces a Th17 response,PMID:18243429,Josh Monickaraj,,,,Th17-biased immune profile,,,,,,,
VO:0005586,CTA2B vaccine adjuvant,vaccine adjuvant,Vaxjo 1.0,cholera toxin derived vaccine adjuvant,CTA2B,Cholera toxin derived vaccine adjuvant that induces Th1 response,,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005587,CTB vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,CTB,Cholera toxin subunit B (CTB) is a protein that can be used as a genetic adjuvant to enhance immune responses.,PMID:24741585,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005588,curcumin vaccine adjuvant,vaccine adjuvant,AdjuvareDB,plant-derived vaccine adjuvant,curcumin,curcumin is a plant-derived vaccine adjuvant that induces Th1-biased immune profile.,PMID:34485117,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005589,CVC1302 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,CVC1302,CVC1302 is a synthetic vaccine adjuvant that induces Th1-biased immune profile.,PMID:34867941,Le Liu,,,Toll-like receptor 4 | nucleotide-binding oligomerization domain-containing protein 2 | C-type lectin domain family 7 member A,Th1-biased immune profile,,,,,,,
VO:0005590,CXCL10-mucin-GPI vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CXCL10-mucin-GPI,cytokine vaccine adjuvant derived from CXCL10 chemokine head ,PMID:24023642,Josh Monickaraj,,,,,,,,,,,
VO:0005591,CXCL11 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CXCL11,CXCL11 is a cytokine vaccine adjuvant that induces a Th1 response.,PMID:23928465,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005592,CXCL11-Fc vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CXCL11-Fc,CXCL11-Fc is a cytokine vaccine adjuvant.,PMID:23928465,Josh Monickaraj,,,,,,,,,,,
VO:0005593,CXCL9 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CXCL9,CXCL9 is a cytokine vaccine adjuvant that induces a Th1 response.,PMID:23928465,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005594,CyPA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CyPA,Cyclophilin A (CyPA) is a host protein that can serve as a genetic adjuvant to enhance the immunogenicity of DNA vaccines.,PMID:26305669,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005595,D-mannose vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,D-mannose,A hexose sugar that can be used to improve non-viral gene therapy.,PMID:24884664,Yuping Zheng,,,,Anti-inflammatory immune profile,,,,,,,
VO:0005596,DAI vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,DAI,DAI is a synthetic vaccine adjuvant that induces a Th1 response.,PMID:21157438|PMID:27626058,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005597,DLinDMA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,DLinDMA,DLinDMA is a synthetic vaccine adjuvant that induces Th1-biased immune profile.,PMID:33960213,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005598,DOTAP and DP7-C liposomes vaccine adjuvant,vaccine adjuvant,AdjuvareDB,liposome-based vaccine adjuvant,DOTAP and DP7-C liposomes,DOTAP and DP7-C liposomes is a liposome-based vaccine adjuvant that induces Th1-biased immune profile.,PMID:32860927,Le Liu,,,Toll-like receptor 2 | Toll-like receptor 4 | Toll-like receptor 7,Th1-biased immune profile,,,,,,,
VO:0005599,epigallocatechin-3-gallate vaccine adjuvant,vaccine adjuvant,AdjuvareDB,plant-derived vaccine adjuvant,epigallocatechin-3-gallate|EGCG,epigallocatechin-3-gallate is a plant-derived vaccine adjuvant from catechins from green tea that induces mixed Th1/Th2 response.,PMID:23582951|PMID:34868027 ,Josh Monickaraj|Le Liu,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005600,FimH vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,FimH,FimH is a microbial derivative vaccine adjuvant Th1/Th17 mixed immune profile.,PMID:32132528,Taiyu Lin,,,Toll-like receptor 4,Th1/Th17 mixed immune profile,,,,,,,
VO:0005601,FLAB-PSPA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,FLAB-PSPA,A fusion protein combining flagellin (FlaB) with pneumococcal surface protein A (PspA).,PMID:26223660,Yuping Zheng,,,Toll-like receptor 5,Th1-biased immune profile,,,,,,,
VO:0005602,FLIC vaccine adjuvant,vaccine adjuvant,AdjuvareDB,Flagellin vaccine adjuvant,FLIC,Major structural protein of flagellin in salmonella that induces mixed Th1/Th2 response,PMID:22027714,Josh Monickaraj,,,Toll-like receptor 5,Th1/Th2 mixed immune profile,,,,,,,
VO:0005603,Flt-3 ligand vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,Flt-3 ligand,Flt-3 ligand is a cytokine vaccine adjuvant that induces a Th1 response.,PMID:16563456|PMID:11929774,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005604,Fuc-Sc vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,Fuc-Sc,Fuc-Sc is a synthetic vaccine adjuvant that induces Th1-biased immune profile.,PMID:34364600,Le Liu,,,Toll-like receptor 2 | Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005605,G2 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,G2,A G2 adjuvant that upregulates gene expression and increases the surface expression of the NKG2D receptor on NK cells.,PMID:27183434,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005606,G3 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,G3,G3 is a synthetic vaccine adjuvant Th1-biased immune profile.,PMID:30348190,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005607,GC@ICG nanoparticle vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,GC@ICG nanoparticle,GC@ICG nanoparticle is a particulate antigen delivery system vaccine adjuvant that induces Th1-biased immune profile.,PMID:35600886,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005608,Gel-gffy vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,Gel-gffy,Gel-gffy is a particulate antigen delivery system vaccine adjuvant that induces Th1/Th2 mixed immune profile.,PMID:35522938,Le Liu,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005609,GITRL vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,GITRL,Glucocorticoid-induced tumor necrosis factor receptor-related protein ligand (GITRL) is involved in modulating both innate and adaptive immune responses.,PMID:25772201,Yuping Zheng,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005610,glycated chitosan vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,glycated chitosan,"A novel, non-toxic immunoadjuvant, which is a derivative of chitosan.",PMID:24743733,Yuping Zheng,,,C-type lectin domain family 7 member A | protein MB21D1,Th1-biased immune profile,,,,,,,
VO:0005611,GM3 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,GM3,GM3 is a carbohydrate vaccine adjuvant that induces Th1/Th2 mixed immune profile.,PMID:35251040,Le Liu,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005612,gp63 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,liposome-based vaccine adjuvant,gp63,gp63 is a liposome-based vaccine adjuvant that induces a Th1 response .,PMID:18195029,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005613,Granules of mast cells vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,Granules of mast cells,particulate antigen delivery system vaccine adjuvant from mast cell that induces a mixed Th1/Th2 response,PMID:22266469,Josh Monickaraj,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005614,Granulysin vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,Granulysin,Granulysin is a microbial derivative vaccine adjuvant that induces Th1 response.,PMID:21051561|PMID:21546794,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005615,Graphene oxide vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,Graphene oxide,Graphene oxide is a synthetic vaccine adjuvant that induces a Th1 response.,PMID:23566800|PMID:36371365,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005616,HAV-aCNP vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,HAV-aCNP,HAV-aCNP is a synthetic vaccine adjuvant Th1-biased immune profile.,PMID:32114177,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005617,HBcAg vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,HBcAg,The core antigen of the Hepatitis B virus.,PMID:27109565,Yuping Zheng,,,Toll-like receptor 2,Th1-biased immune profile,,,,,,,
VO:0005618,HBHA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,HBHA,HBHA is a microbial derivative vaccine adjuvant that induces Th1 response.,PMID:21368092,Josh Monickaraj,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005619,hexosomes vaccine adjuvant,vaccine adjuvant,AdjuvareDB,emulsion vaccine adjuvant,hexosomes,hexosomes is a emulsion vaccine adjuvant Th1/Th2 mixed immune profile.,PMID:29964134,Taiyu Lin,,,C-type lectin domain family 4 member E,Th1/Th2 mixed immune profile,,,,,,,
VO:0005620,HIV-1 protease vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,HIV-1 protease,HIV-1 protease is a microbial derivative vaccine adjuvant that induces Th1 response.,PMID:20484507,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005621,HMBA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,HMBA,"Hexamethylene bisacetamide (HMBA), a hybrid bipolar compound developed over 30 years ago for its ability to induce terminal differentiation of transformed cells.",PMID:28827286,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005622,HMGB1 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,HMGB1,HMGB1 is a microbial derivative vaccine adjuvant that induces Th1 repsonse.,PMID:21544096|PMID:19740322,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005623,IBL027 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,IBL027,An immunobiotic Lactobacillus rhamnosus strain and an immunomodulatory strain Lactobacillus rhamnosus strain IBL027.,PMID:29242218,Yuping Zheng,,,Toll-like receptor 2,Th1-biased immune profile,,,,,,,
VO:0005624,IFN-alpha vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IFN-α,IFN-α is a cytokine vaccine adjuvant that induces Th1 repsonse.,PMID:21506646|PMID:16651452|PMID:18249478,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005625,IFN-beta vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IFNβ,IFNβ is a cytokine vaccine adjuvant that induces Th1-biased immune profile.,PMID:34552594,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005626,TLR2 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR2 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 2,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 2'),,,,,
VO:0005627,IL-18 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL-18,IL-18 is a cytokine vaccine adjuvant that produces Th1 response.,PMID:24228233|PMID:38140192,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005628,IL-1R1 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL-1R1,IL-1R1 is a cytokine vaccine adjuvant that induces Th17-biased immune profile.,PMID:35110359,Le Liu,,,,Th17-biased immune profile,,,,,,,
VO:0005629,IL-21 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL-21,IL-21 is a cytokine vaccine adjuvant that induces Tfh/Th17 mixed immune profile.,PMID:34491910,Le Liu,,,,Tfh/Th17 mixed immune profile,,,,,,,
VO:0005630,IL-27 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL-27,IL-27 is a cytokine vaccine adjuvant that induces Treg-biased immune profile.,PMID:35529885|PMID:33294255,Le Liu,,,,Treg-biased immune profile,,,,,,,
VO:0005631,IL-33 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL33,IL33 is a cytokine vaccine adjuvant Th2-biased immune profile.,PMID:32210964,Taiyu Lin,,,,Th2-biased immune profile,,,,,,,
VO:0005632,IL-36 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL-36,IL-36 is a cytokine vaccine adjuvant that induces a Th1 response.,PMID:22968459,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005633,IL-4 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL-4,Water soluble cytokine vaccine adjuvant that induces a Th2 response.,https://clinicaltrials.gov/study/NCT00923910,Josh Monickaraj,,,,Th2-biased immune profile,,,,,,,
VO:0005634,IL-7-Fc vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IL-7-Fc,IL-7-Fc is a cytokine vaccine adjuvant that induces Th1 response.,PMID:19950168,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005635,IMP321 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,IMP321|LAG-3|LAG-3Ig|eftilagimod alpha,A LAG-3Ig fusion protein that acts as an adjuvant to induce a more robust and durable cellular antitumor immune response.,PMID:24726012,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005636,IP-PA1 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,IP-PA1,"Immunopotentiator from Pantoea agglomerans 1, identified as Pantoea agglomerans LPS.",PMID:26168493,Yuping Zheng,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005637,IPMP vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,IPMP,Imiquimod (TLR-7 ligand)-loaded PLGA microparticles.,PMID:26017300,Yuping Zheng,,,Toll-like receptor 7,Th1-biased immune profile,,,,,,,
VO:0005638,iron oxide nanoparticle vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,iron oxide nanoparticle|iron oxide nanoparticles,Superparamagnetic Fe3O4 nanoparticles.,PMID:29570298,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005639,IRX-2 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,IRX-2,IRX-2 is a multiple cytokine vaccine adjuvant that induces Th1 response.,PMID:20708999,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005640,ISG15 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,ISG15,ISG15 is a cytokine vaccine adjuvant that induces Th1-biased immune profile.,PMID:33115866,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005641,K3-SPG vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,K3-SPG,"A second-generation TLR9 agonist, specifically a humanized CpG DNA (K3) complexed with schizophyllan (SPG), and functions as a nonagonistic Dectin-1 ligand.",PMID:29431693,Yuping Zheng,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005642,KML-B vaccine adjuvant,vaccine adjuvant,AdjuvareDB,plant-derived vaccine adjuvant,KML-B,The B-chain of the Korean mistletoe lectin (KML).,PMID:24859056,Yuping Zheng,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005643,Kynurenine vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,Kynurenine,Kynurenine is a synthetic vaccine adjuvant that induces Treg-biased immune profile.,PMID:34305913,Le Liu,,,,Treg-biased immune profile,,,,,,,
VO:0005644,L-NAME vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,L-NAME,L-NAME is a synthetic vaccine adjuvant that induces Th1 response.,PMID:21387108,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005645,L-siRNA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,nucleic acid vaccine adjuvant,L-siRNA,L-siRNA is a nucleic acid vaccine adjuvant Th1-biased immune profile.,PMID:31214204,Taiyu Lin,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005646,LIGHT vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,LIGHT,"A member of the TNF superfamily that acts as a costimulatory molecule, promoting the proliferation of human naïve T cells.",PMID:24435162,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
