Num	Order	Ontology ID	LABEL	Vaccine Type	Cancer Type	Parent label	Parent	Gene names	NCBI GeneID	status of vaccine development	immunizes host	definition	PubMed (original)	PubMed	other link	VIOLIN ID	VIOLIN Link	GitHub tracker	NCI link	NCT link	Term editors	JZ notes
291	106	VO:0007290	Autologous Dinitrophenyl Vaccine	Other	Melanoma	melanoma vaccine	VO:0000422			Clinical trial	Homo sapiens	"A vaccine consisting of autologous cancer cells modified with the hapten, Dinitrophenyl. The treatment program consists of multiple intradermal injections of irradiated DNP-modified autologous tumor cells mixed with bacillus Calmette-Guerin."	https://pubmed.ncbi.nlm.nih.gov/9400626/	PubMed:/9400626		5537	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5537	https://github.com/vaccineontology/VO/issues/258			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
292	107	VO:0007291	Autologous Dinitrophenyl-Modified Ovarian Cancer Vaccine	Subunit	Ovarian	ovarian cancer vaccine	VO:0005493			Clinical trial	Homo sapiens	"A cancer vaccine consisting of autologous ovarian cancer cell peptide antigens conjugated to the hapten 2,4-dinitrophenol (DNP) with potential immunostimulating and antineoplastic activities. Administration of autologous dinitrophenyl-modified ovarian cancer vaccine may induce a cytotoxic T-lymphocyte (CTL) response against ovarian cancer cells. DNP conjugation may enhance the immunogenicity of weakly immunogenic antigens."				5459	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5459	https://github.com/vaccineontology/VO/issues/259			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
293	108	VO:0007292	Autologous EBV-Transformed B Lymphoblastoid-Tumor Fusion Cell Vaccine	Recombinant vector vaccine	Lymphoma	lymphoma vaccine	VO:0005427			Clinical trial	Homo sapiens	"A cell-based vaccine composed of autologous tumor cells fused with Epstein-Barr virus-transformed B-lymphoblastoid cells. Upon administration, this vaccine may stimulate a cytotoxic T cell response against tumor cells, resulting in tumor cell lysis."				5118	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5118	https://github.com/vaccineontology/VO/issues/260			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
294	109	VO:0007293	Autologous Epstein-Barr Virus-Transformed B-Lymphoblastoid Cell Vaccine	Recombinant vector vaccine	Lymphoma	lymphoma vaccine	VO:0005427	Gene name: GPR183	1880	Clinical trial	Homo sapiens	"A cell-based vaccine composed of autologous tumor cells fused with Epstein-Barr virus-transformed B-lymphoblastoid cells. Upon administration, this vaccine may stimulate a cytotoxic T cell response against tumor cells, resulting in tumor cell lysis."				5225	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5225	https://github.com/vaccineontology/VO/issues/261			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
295	110	VO:0007294	Autologous Expanded Mesenchymal Stem Cells OTI-010 Vaccine	Other	Leukemia	leukemia cancer vaccine	VO:0005487			Clinical trial	Homo sapiens	"Multipotent self-renewing adherent non-hematopoietic stromal cells harvested from a patient's bone marrow and grown in vitro. When injected back into the patient, autologous expanded mesenchymal stem cells OTI-010 may differentiate into various mesenchyme-derived cell types and, in some instances, may augment bone marrow engraftment after whole-body irradiation."				5491	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5491	https://github.com/vaccineontology/VO/issues/262			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
296	111	VO:0007295	Autologous GM-CSF-Secreting Breast Cancer Vaccine	Recombinant vector vaccine	Breast	Breast Cancer Vaccine	VO:0005484	Gene name: ERBB2	2064	Clinical trial	Homo sapiens	"An autologous tumor cell vaccine containing irradiated breast cancer cells transfected with the granulocyte macrophage-colony-stimulating factor (GM-CSF) gene with potential antineoplastic activity. Autologous breast cancer cells are transduced ex vivo with an adenovirus vector encoding the GM-CSF gene and irradiated and then reintroduced into the patient. Upon repeated subcutaneous administration of the vaccine, autologous GM-CSF-secreting breast cancer cells secrete GM-CSF, which may stimulate a tumor-specific cytotoxic T-lymphocyte (CTL) response."				5250	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5250	https://github.com/vaccineontology/VO/issues/263			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
297	112	VO:0007296	Autologous GM-CSF-secreting Lethally Irradiated Colorectal Cancer Cell Vaccine	Recombinant vector vaccine	Colon	colon cancer vacine	VO:0005489	Gene name: MSLN	10232	Clinical trial	Homo sapiens	"A lethally irradiated, autologous colorectal cancer vaccine consisting of patient-specific colorectal cancer cells genetically modified to secrete the cytokine granulocyte-macrophage colony stimulating factor (GM-CSF), with potential immunostimulating and antineoplastic activities. Upon vaccination, the autologous GM-CSF-secreting lethally irradiated colorectal cancer cell vaccine releases GM-CSF. In turn, GM-CSF may increase the body's immune response against tumor cells by promoting the maturation and activation of dendritic cells (DCs), and enhancing tumor-specific antigen presentation to both B- and T-cells, which leads to better recognition of tumors by the immune system. In addition, GM-CSF promotes antibody-dependent cellular cytotoxicity (ADCC), and increases interleukin-2-mediated lymphokine-activated killer cell function."				5188	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5188	https://github.com/vaccineontology/VO/issues/264			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
298	113	VO:0007297	Autologous GM-CSF-Secreting Lethally Irradiated Leukemia Cell Vaccine	Recombinant vector vaccine	Leukemia	leukemia cancer vaccine	VO:0005487	Gene name: GM-CSF|Gene name: WT1	1437|7490	Clinical trial	Homo sapiens	"An autologous cancer vaccine composed of lethally irradiated leukemia cells that are genetically modified to secrete the immunostimulatory cytokine granulocyte-macrophage colony-stimulating factor (GM-CSF), with potential immunostimulating and antineoplastic activities. Upon intradermal injection, the autologous GM-CSF-secreting lethally irradiated leukemia cell vaccine secretes GM-CSF. In turn, GM-CSF may stimulate the immune system to attack tumor cells by enhancing the activation of dendritic cells (DCs) and promoting antigen presentation to both B- and T-lymphocytes. In addition, GM-CSF promotes antibody-dependent cellular cytotoxicity (ADCC), and increases interleukin-2-mediated lymphokine-activated killer cell function."				5240	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5240	https://github.com/vaccineontology/VO/issues/265			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
299	114	VO:0007298	Autologous GM-CSF-Secreting Lethally Irradiated Leukemia Cell Vaccine	Recombinant vector vaccine	Leukemia	leukemia cancer vaccine	VO:0005487	Gene name: HSPA4	3308	Clinical trial	Homo sapiens	"A recombinant cancer vaccine made with tumor-derived heat shock protein 70 (HSP70) peptide complexes. HSP70 associates with antigenic peptides, transporting them into antigen presenting cells (APC) for processing. Tumor-derived HSP70-peptide complexes used in vaccine preparations have been shown to prime tumor immunity and tumor-specific T cells in animal models."				5266	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5266	https://github.com/vaccineontology/VO/issues/266			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
300	115	VO:0007299	Autologous HNSCC DNA-transfected Semi-allogeneic Fibroblasts MRC-5 Vaccine	Recombinant vector vaccine	Solid Tumors	cancer vaccine	VO:0000177	Gene name: XLC1	6375	Clinical trial	Homo sapiens	"A vaccine consisting of lethally irradiated human fetal lung fibroblasts (Medical Research Council 5 or MRC-5) transfected with autologous tumor DNA derived from a head and neck squamous cell carcinoma (HNSCC), with potential immunostimulatory and antineoplastic activities. Upon intradermal administration, the autologous HNSCC DNA-transfected semi-allogeneic fibroblasts MRC-5 vaccine expresses HNSCC tumor-associated antigens (TAAs), which may activate the immune system to induce a cytotoxic T-lymphocyte (CTL) response against HNSCC cells. The MRC-5 cell line, established in 1966, is a human diploid lung fibroblast cell line derived from the human lung tissue of a 14-week-old male fetus."	https://clinicaltrials.gov/ct2/show/NCT02211027			5043	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5043	https://github.com/vaccineontology/VO/issues/267		NCT: https://clinicaltrials.gov/ct2/show/NCT02211027	Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
301	116	VO:0007300	Autologous IL-2-expressing B-CLL Vaccine	Recombinant vector vaccine	Leukemia	leukemia cancer vaccine	VO:0005487	Gene name: Cd80|Gene name: CD86|Gene name: ICAM1	12519|942|3383	Clinical trial	Homo sapiens	"A cancer vaccine consisting of autologous, B-chronic lymphocytic leukemia (B-CLL) cells harvested from a patient and transduced ex vivo with an adenoviral vector encoding the gene for the human cytokine interleukin-2 (IL-2), with potential immunostimulating and antineoplastic activities. Upon reintroduction into the patient, the autologous IL-2-expressing B-CLL vaccine expresses IL-2, stimulates natural killer (NK) cells, and may enhance the cytotoxic T-lymphocyte (CTL) immune response against the patient's B-CLL cells."	https://clinicaltrials.gov/ct2/show/NCT00458679			5228	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5228	https://github.com/vaccineontology/VO/issues/268		NCT: https://clinicaltrials.gov/ct2/show/NCT00458679	Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
302	117	VO:0007301	Autologous Immunoglobulin Idiotype-KLH Conjugate Vaccine	Conjugate vaccine	Lymphoma	lymphoma vaccine	VO:0005427	Gene name: HLA-DRB1	3123	Clinical trial	Homo sapiens	"A cancer vaccine composed of tumor-specific idiotype determinants derived from an individual's tumor cells which are conjugated to keyhole limpet hemocyanin, an immunostimulant carrier protein. When injected into the individual from whom the tumor cells were isolated, this vaccine may stimulate an antitumoral cytotoxic T-lymphocytic immune response."	https://clinicaltrials.gov/ct2/show/NCT00104819			5075	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5075	https://github.com/vaccineontology/VO/issues/269		NCT: https://clinicaltrials.gov/ct2/show/NCT00104819	Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
303	118	VO:0007302	Autologous Lymphoma Cell Lysate-Pulsed Autologous Dendritic Cell Vaccine	Recombinant vector vaccine	Lymphoma	lymphoma vaccine	VO:0005427			Clinical trial	Homo sapiens	"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with lysate from autologous lymphoma cells with potential immunostimulatory and antineoplastic activities. Upon intranodal administration, autologous lymphoma cell lysate-pulsed autologous DC vaccine may stimulate the immune system to mount anti-tumoral cytotoxic T lymphocyte (CTL) and antibody responses against lymphoma cells, which may result in lymphoma cell lysis."				5248	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5248	https://github.com/vaccineontology/VO/issues/270			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
304	119	VO:0007303	Autologous Lymphoma Cell/Allogeneic Dendritic Cell Electrofusion Hybrid Vaccine	Recombinant vector vaccine	Lymphoma	lymphoma vaccine	VO:0005427	Gene name: gp100 (PMEL)|Gene name: MLANA|Gene name: DCT|Gene name: Tyrosinase 	6490|2315|1638|7299	Clinical trial	Homo sapiens	"A cell-based cancer vaccine consisting of hybrid cells created by electrofusing allogeneic dendritic cells (DCs) and autologous lymphoma cells with potential immunostimulating and antitumor activities. Upon administration, autologous lymphoma cell/allogeneic dendritic cell electrofusion hybrid vaccine may stimulate the immune system to mount a specific cytotoxic T-lymphocyte (CTL) response against specific autologous lymphoma-associated antigens, resulting in lymphoma cell apoptosis."				5503	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5503	https://github.com/vaccineontology/VO/issues/272			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
305	120	VO:0007304	Autologous Lymphoma Cell/Autologous Dendritic Cell Electrofusion Hybrid Vaccine	Recombinant vector vaccine	Lymphoma	lymphoma vaccine	VO:0005427			Clinical trial	Homo sapiens	"A cell-based cancer vaccine consisting of hybrid cells created by electrofusing autologous dendritic cells (DCs) and autologous lymphoma cells with potential immunostimulating and antitumor activities. Upon administration, autologous lymphoma cell/autologous dendritic cell electrofusion hybrid vaccine may stimulate the immune system to mount a specific cytotoxic T-lymphocyte (CTL) response against specific autologous lymphoma-associated antigens, resulting in lymphoma cell apoptosis."				5413	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5413	https://github.com/vaccineontology/VO/issues/273			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
306	121	VO:0007305	Autologous Melanoma Lysate-Pulsed Autologous Dendritic Cell Vaccine	Recombinant vector vaccine	Melanoma	melanoma vaccine	VO:0000422	Gene name: NY-ESO-1|Gene name: MLANA-Dupuli	1485|2315	Clinical trial	Homo sapiens	"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with lysate from autologous melanoma cells containing tumor associated antigens (TAAs) with potential immunostimulatory and antineoplastic activities. Upon administration, autologous melanoma lysate-pulsed autologous DC vaccine may stimulate the immune system to mount anti-tumoral cytotoxic T lymphocyte (CTL) and antibody responses against melanoma cells, which may result in melanoma cell lysis."				5148	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5148	https://github.com/vaccineontology/VO/issues/274			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
307	122	VO:0007306	Autologous Melanoma Lysate/KLH-Pulsed Autologous Dendritic Cell Vaccine	Recombinant vector vaccine	Melanoma	melanoma vaccine	VO:0000422	Gene name: HLA-DRB1	3123	Clinical trial	Homo sapiens	"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with lysate from autologous melanoma cells containing tumor associated antigens (TAAs) and conjugated to the immunostimulant Keyhole limpet hemocyanin (KLH), with potential immunostimulatory and antineoplastic activities. Upon administration, autologous melanoma lysate/KLH-pulsed autologous dendritic cell vaccine may stimulate the immune system to mount anti-tumoral cytotoxic T lymphocyte (CTL) and antibody responses against melanoma cells, which may result in melanoma cell lysis. KLH is an immunogenic carrier and serves as an immunostimulant to improve antigenic immune recognition and T-cell responses and can be used to evaluate vaccine efficacy."				5213	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5213	https://github.com/vaccineontology/VO/issues/275			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
308	123	VO:0007307	Autologous Melanoma Lysate/NY-ESO-1-pulsed Autologous Dendritic Cell Vaccine	Recombinant vector vaccine	Melanoma	melanoma vaccine	VO:0000422	Gene name: NY-ESO-1	1485	Clinical trial	Homo sapiens	"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with both a lysate from autologous melanoma cells containing tumor associated antigens (TAAs) and a synthetic peptide derived from the tumor associated antigen human cancer-testis antigen NY-ESO-1, with potential immunostimulatory and antineoplastic activities. Upon administration, autologous melanoma lysate/NY-ESO-1-pulsed autologous DC vaccine may stimulate the immune system to mount anti-tumoral cytotoxic T lymphocyte (CTL) and antibody-mediated immune responses against melanoma cells, which may result in melanoma cell lysis. NY-ESO-1 is expressed in normal testes and on the surfaces of various tumor cells, and plays a key role in tumor cell proliferation and survival."				5158	VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5158	https://github.com/vaccineontology/VO/issues/276			Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He 	
