ID,LABEL in VO,RxNorm OMOP extension ID,RxNorm Preferred Name
VO:0017346,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Infanrix]",OMOP377988,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Infanrix]"
VO:0017348,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Repevax]",OMOP377998,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Repevax]"
VO:0017339,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe",OMOP378007,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe"
VO:0017340,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Pediacel]",OMOP378018,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Pediacel]"
VO:0017368,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe",OMOP378029,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe"
VO:0017369,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Revaxis]",OMOP378040,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Revaxis]"
VO:0017316,"Diphtheria Antitoxin / diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Suspension",OMOP378051,"Diphtheria Antitoxin / diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Suspension"
VO:0017317,"Diphtheria Antitoxin / diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Suspension [Infanrix]",OMOP378062,"Diphtheria Antitoxin / diphtheria toxoid vaccine, inactivated / influenza B virus antigen, Hong Kong 330-2001 / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Suspension [Infanrix]"
VO:0017332,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injection",OMOP378218,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injection"
VO:0017333,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injection [Act-HIB DTP]",OMOP378229,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injection [Act-HIB DTP]"
VO:0017334,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injection [Infanrix]",OMOP378240,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen / influenza B virus antigen, Hong Kong 330-2001 / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injection [Infanrix]"
VO:0016573,"Hepatitis A Vaccine, Inactivated / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Ambirix]",OMOP378260,"Hepatitis A Vaccine, Inactivated / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Ambirix]"
VO:0016575,"Hepatitis A Vaccine, Inactivated / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Twinrix Paediatric]",OMOP378271,"Hepatitis A Vaccine, Inactivated / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Twinrix Paediatric]"
VO:0016574,"Hepatitis A Vaccine, Inactivated / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Twinrix Adult]",OMOP378279,"Hepatitis A Vaccine, Inactivated / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Twinrix Adult]"
VO:0018125,"Measles Vaccine / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella virus vaccine Injection [Priorix]",OMOP378297,"Measles Vaccine / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella virus vaccine Injection [Priorix]"
VO:0018123,"Measles Vaccine / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella virus vaccine Injection [M-M-R II]",OMOP378308,"Measles Vaccine / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella virus vaccine Injection [M-M-R II]"
VO:0018122,"Measles Vaccine / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella virus vaccine Injection",OMOP378320,"Measles Vaccine / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella virus vaccine Injection"
VO:0017361,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Prefilled Syringe",OMOP378340,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Prefilled Syringe"
VO:0017363,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Prefilled Syringe [Infanrix]",OMOP378349,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Prefilled Syringe [Infanrix]"
VO:0017385,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Boostrix]",OMOP416654,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Boostrix]"
VO:0020804,"BCG, Live, Tice Strain Injectable Solution",OMOP419174,"BCG, Live, Tice Strain Injectable Solution"
VO:0018396,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Prevnar],OMOP421053,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Prevnar]
VO:0015278,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension Box of 1,OMOP432650,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension Box of 1
VO:0015277,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension [Havrix] Box of 1,OMOP432651,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension [Havrix] Box of 1
VO:0016568,Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Injectable Suspension [Twinrix Adult],OMOP432654,Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Injectable Suspension [Twinrix Adult]
VO:0016569,Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Injectable Suspension [Twinrix Paediatric],OMOP432656,Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Injectable Suspension [Twinrix Paediatric]
VO:0016566,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Twinrix Adult],OMOP432657,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Twinrix Adult]
VO:0016567,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Twinrix Paediatric],OMOP432658,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Twinrix Paediatric]
VO:0016585,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension,OMOP432659,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension
VO:0016597,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension Box of 1,OMOP432660,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension Box of 1
VO:0016581,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Adult],OMOP432661,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Adult]
VO:0016592,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Adult] Box of 1,OMOP432662,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Adult] Box of 1
VO:0016582,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Paediatric],OMOP432663,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Paediatric]
VO:0016593,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Paediatric] Box of 1,OMOP432664,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Twinrix Paediatric] Box of 1
VO:0020695,"Antigens Surface Of Virus Influenza, strain A / Switzerland / 9715293/2013 H3N2 - Analogue Strain A / Switzerland / 9715293/2013, Nib-88 0.03 MG/ML",OMOP441055,"Antigens Surface Of Virus Influenza, strain A / Switzerland / 9715293/2013 H3N2 - Analogue Strain A / Switzerland / 9715293/2013, Nib-88 0.03 MG/ML"
VO:0018256,rabies virus vaccine flury-lep strain 2.5 UNT/ML [Rabipur],OMOP443770,rabies virus vaccine flury-lep strain 2.5 UNT/ML [Rabipur]
VO:0018312,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe Box of 1,OMOP443771,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe Box of 1
VO:0018278,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe [Rabipur],OMOP443772,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe [Rabipur]
VO:0018305,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe [Rabipur] Box of 1,OMOP443773,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe [Rabipur] Box of 1
VO:0017364,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxin Injectable Suspension",OMOP445897,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxin Injectable Suspension"
VO:0017365,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxin Injectable Suspension [Revaxis]",OMOP445898,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxin Injectable Suspension [Revaxis]"
VO:0020732,"BCG, Live, Connaught Strain 81 MG Injectable Suspension [ImmuCyst] Box of 1 by Sanofi",OMOP449758,"BCG, Live, Connaught Strain 81 MG Injectable Suspension [ImmuCyst] Box of 1 by Sanofi"
VO:0020697,"Antigens Surface Of Virus Influenza, strain B / Brisbane / 9/2014 Wild Type 0.03 MG/ML",OMOP452068,"Antigens Surface Of Virus Influenza, strain B / Brisbane / 9/2014 Wild Type 0.03 MG/ML"
VO:0017456,Neisseria meningitidis polysaccharide group Y tetanus toxoid conjugate 0.01 MG/ML,OMOP452262,Neisseria meningitidis polysaccharide group Y tetanus toxoid conjugate 0.01 MG/ML
VO:0017868,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML,OMOP463515,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML
VO:0017777,Pertussis Vaccine 0.016 MG/ML,OMOP466544,Pertussis Vaccine 0.016 MG/ML
VO:0020767,"BCG, Live, Tice Strain 12.5 MG Injectable Suspension [OncoTICE]",OMOP4675508,"BCG, Live, Tice Strain 12.5 MG Injectable Suspension [OncoTICE]"
VO:0020766,"BCG, Live, Tice Strain 12.5 MG Injectable Suspension",OMOP4675509,"BCG, Live, Tice Strain 12.5 MG Injectable Suspension"
VO:0017646,"tetanus toxoid vaccine, inactivated Injectable Solution [Tetabulin]",OMOP4701729,"tetanus toxoid vaccine, inactivated Injectable Solution [Tetabulin]"
VO:0017531,"tetanus toxoid vaccine, inactivated 250 UNT/ML",OMOP4701730,"tetanus toxoid vaccine, inactivated 250 UNT/ML"
VO:0017532,"tetanus toxoid vaccine, inactivated 250 UNT/ML [Tetabulin]",OMOP4701731,"tetanus toxoid vaccine, inactivated 250 UNT/ML [Tetabulin]"
VO:0017533,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution",OMOP4701732,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution"
VO:0017536,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution Box of 1",OMOP4701733,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution Box of 1"
VO:0017534,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution [Tetabulin]",OMOP4701734,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution [Tetabulin]"
VO:0017535,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution [Tetabulin] Box of 1",OMOP4701735,"tetanus toxoid vaccine, inactivated 250 UNT/ML Injectable Solution [Tetabulin] Box of 1"
VO:0017322,"diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Solution [Infanrix-Hib]",OMOP4701740,"diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Solution [Infanrix-Hib]"
VO:0017320,"diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Solution",OMOP4701741,"diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Solution"
VO:0017321,"diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Solution [Act-HIB DTP]",OMOP4701742,"diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Solution [Act-HIB DTP]"
VO:0017360,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Suspension [Infanrix]",OMOP4701746,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Suspension [Infanrix]"
VO:0017380,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Diftavax]",OMOP4701747,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Diftavax]"
VO:0017446,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Solution [Hiberix]",OMOP4703707,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Solution [Hiberix]"
VO:0015820,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension Box of 10,OMOP4703820,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension Box of 10
VO:0015762,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix] Box of 1,OMOP4703821,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix] Box of 1
VO:0015763,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix] Box of 10,OMOP4703822,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix] Box of 10
VO:0018201,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection",OMOP4703825,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection"
VO:0018202,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection [Priorix]",OMOP4703826,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection [Priorix]"
VO:0018129,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution",OMOP4703827,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution"
VO:0018130,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution [M-M-R II]",OMOP4703828,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution [M-M-R II]"
VO:0018131,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution [M-M-RVAXPRO]",OMOP4703829,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Solution [M-M-RVAXPRO]"
VO:0018134,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Suspension [M-M-RVAXPRO]",OMOP4703830,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injectable Suspension [M-M-RVAXPRO]"
VO:0018271,rabies virus vaccine flury-lep strain Injectable Suspension,OMOP4703885,rabies virus vaccine flury-lep strain Injectable Suspension
