ID,LABEL in VO,RxNorm ID,RxNorm Preferred Name
VO:0019384,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe",830554,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe"
VO:0019385,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injection",1657429,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injection"
VO:0019386,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injection [Quadracel]",1657432,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injection [Quadracel]"
VO:0019387,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Quadracel]",2593120,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Quadracel]"
VO:0019388,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [ACEL-IMUNE]",365627,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [ACEL-IMUNE]"
VO:0019389,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Certiva]",365683,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Certiva]"
VO:0019390,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Tripedia]",798311,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Tripedia]"
VO:0019391,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection",1657463,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection"
VO:0019392,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Daptacel]",1657871,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Daptacel]"
VO:0019393,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 15 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",795938,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 15 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019394,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",830518,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019395,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Solution",359455,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Solution"
VO:0019396,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Suspension",795930,"acellular pertussis vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Suspension"
VO:0019397,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension",829971,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension"
VO:0019398,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension [Pediarix]",829974,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension [PEDIARIX]"
VO:0019399,"acellular pertussis vaccine, inactivated 0.936 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",1359438,"acellular pertussis vaccine, inactivated 0.936 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019400,"acellular pertussis vaccine, inactivated 0.936 UNT/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",798309,"acellular pertussis vaccine, inactivated 0.936 UNT/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019401,"acellular pertussis vaccine, inactivated 600 UNT/ML",380956,"acellular pertussis vaccine, inactivated 600 UNT/ML"
VO:0019402,"acellular pertussis vaccine, inactivated 600 UNT/ML Injectable Solution",251653,"acellular pertussis vaccine, inactivated 600 UNT/ML Injectable Solution"
VO:0019403,"acellular pertussis vaccine, inactivated 8 UNT/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",795939,"acellular pertussis vaccine, inactivated 8 UNT/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019404,"acellular pertussis vaccine, inactivated 8 UNT/ML / diphtheria toxoid vaccine, inactivated 25 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",807415,"acellular pertussis vaccine, inactivated 8 UNT/ML / diphtheria toxoid vaccine, inactivated 25 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019405,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]",2585716,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]"
VO:0019406,Bacillus anthracis strain V770-NP1-R antigens 0.1 MG/ML,2273309,Bacillus anthracis strain V770-NP1-R antigens 0.1 MG/ML
VO:0019407,Bacillus anthracis strain V770-NP1-R antigens 0.1 MG/ML [Biothrax],2273313,Bacillus anthracis strain V770-NP1-R antigens 0.1 MG/ML [Biothrax]
VO:0019408,Bacillus anthracis strain V770-NP1-R antigens 0.1 MG/ML Injectable Suspension,832679,Bacillus anthracis strain V770-NP1-R antigens 0.1 MG/ML Injectable Suspension
VO:0019409,Bacillus anthracis strain V770-NP1-R antigens Injectable Suspension,2273311,Bacillus anthracis strain V770-NP1-R antigens Injectable Suspension
VO:0019410,Bacillus anthracis strain V770-NP1-R antigens Injectable Suspension [Biothrax],2273314,Bacillus anthracis strain V770-NP1-R antigens Injectable Suspension [Biothrax]
VO:0019411,"BCG, live, Tice strain 50 MG Injection",1653579,"BCG, live, Tice strain 50 MG Injection"
VO:0019412,"BCG, Live, Tice Strain Injection",1653578,"BCG, live, Tice strain Injection"
VO:0019413,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Vaxelis]",2109617,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Vaxelis]"
VO:0019414,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]",2587056,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]"
VO:0019415,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tripedia]",1300391,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tripedia]"
VO:0019416,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",1300390,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019417,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension [Tripedia]",1300392,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension [Tripedia]"
VO:0019419,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",1300401,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
VO:0019420,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [ACEL-IMUNE]",1300402,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [ACEL-IMUNE]"
VO:0019421,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension [ACEL-IMUNE]",1300403,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension [ACEL-IMUNE]"
VO:0019422,"Bordetella pertussis toxoid vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML [Certiva]",1300395,"Bordetella pertussis toxoid vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML [Certiva]"
VO:0019423,"Bordetella pertussis toxoid vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Suspension",1300394,"Bordetella pertussis toxoid vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Suspension"
